Year,Group,Home_name,Home_seed,Away_name,Away_seed,Home_score,Away_score
2010,H,Arsenal,1,Olympiacos,3,2,0
2010,H,AZ,2,Liege,4,1,1
2010,H,AZ,2,Arsenal,1,1,1
2010,H,Olympiacos,3,Liege,4,2,1
2010,H,Arsenal,1,AZ,2,4,1
2010,H,Liege,4,Olympiacos,3,2,0
2010,H,AZ,2,Olympiacos,3,0,0
2010,H,Arsenal,1,Liege,4,2,0
2010,H,Olympiacos,3,Arsenal,1,1,0
2010,H,Liege,4,AZ,2,1,1
2009,A,Chelsea,1,Bordeaux,3,4,0
2009,A,Roma,2,Cluj,4,1,2
2009,A,Cluj,4,Chelsea,1,0,0
2009,A,Bordeaux,3,Roma,2,1,3
2009,A,Bordeaux,3,Cluj,4,1,0
2009,A,Chelsea,1,Roma,2,1,0
2009,A,Cluj,4,Bordeaux,3,1,2
2009,A,Roma,2,Chelsea,1,3,1
2009,A,Bordeaux,3,Chelsea,1,1,1
2009,A,Cluj,4,Roma,2,1,3
2009,A,Chelsea,1,Cluj,4,2,1
2009,A,Roma,2,Bordeaux,3,2,0
2009,B,Panathinaikos,3,Inter,1,0,2
2009,B,Bremen,2,Anorthosis,4,0,0
2009,B,Anorthosis,4,Panathinaikos,3,3,1
2009,B,Inter,1,Bremen,2,1,1
2009,B,Inter,1,Anorthosis,4,1,0
2009,B,Panathinaikos,3,Bremen,2,2,2
2009,B,Anorthosis,4,Inter,1,3,3
2009,B,Bremen,2,Panathinaikos,3,0,3
2009,B,Inter,1,Panathinaikos,3,0,1
2009,B,Anorthosis,4,Bremen,2,2,2
2009,B,Panathinaikos,3,Anorthosis,4,1,0
2009,B,Bremen,2,Inter,1,2,1
2009,C,Basel,3,Donetsk,4,1,2
2009,C,Barcelona,1,Sporting.CP,2,3,1
2009,C,Sporting.CP,2,Basel,3,2,0
2009,C,Donetsk,4,Barcelona,1,1,2
2009,C,Donetsk,4,Sporting.CP,2,0,1
2009,C,Basel,3,Barcelona,1,0,5
2009,C,Sporting.CP,2,Donetsk,4,1,0
2009,C,Barcelona,1,Basel,3,1,1
2009,C,Donetsk,4,Basel,3,5,0
2009,C,Sporting.CP,2,Barcelona,1,2,5
2009,C,Basel,3,Sporting.CP,2,0,1
2009,C,Barcelona,1,Donetsk,4,2,3
2009,D,PSV,2,At.Madrid,4,0,3
2009,D,Marseille,3,Liverpool,1,1,2
2009,D,Liverpool,1,PSV,2,3,1
2009,D,At.Madrid,4,Marseille,3,2,1
2009,D,At.Madrid,4,Liverpool,1,1,1
2009,D,PSV,2,Marseille,3,2,0
2009,D,Liverpool,1,At.Madrid,4,1,1
2009,D,Marseille,3,PSV,2,3,0
2009,D,At.Madrid,4,PSV,2,2,1
2009,D,Liverpool,1,Marseille,3,1,0
2009,D,PSV,2,Liverpool,1,1,3
2009,D,Marseille,3,At.Madrid,4,0,0
2009,E,Man.Utd,1,Villarreal,2,0,0
2009,E,Celtic,3,Aalborg,4,0,0
2009,E,Aalborg,4,Man.Utd,1,0,3
2009,E,Villarreal,2,Celtic,3,1,0
2009,E,Villarreal,2,Aalborg,4,6,3
2009,E,Man.Utd,1,Celtic,3,3,0
2009,E,Aalborg,4,Villarreal,2,2,2
2009,E,Celtic,3,Man.Utd,1,1,1
2009,E,Villarreal,2,Man.Utd,1,0,0
2009,E,Aalborg,4,Celtic,3,2,1
2009,E,Man.Utd,1,Aalborg,4,2,2
2009,E,Celtic,3,Villarreal,2,2,0
2009,F,Bucuresti,3,Bayern,2,0,1
2009,F,Lyon,1,Fiorentina,4,2,2
2009,F,Fiorentina,4,Bucuresti,3,0,0
2009,F,Bayern,2,Lyon,1,1,1
2009,F,Bayern,2,Fiorentina,4,3,0
2009,F,Bucuresti,3,Lyon,1,3,5
2009,F,Fiorentina,4,Bayern,2,1,1
2009,F,Lyon,1,Bucuresti,3,2,0
2009,F,Bayern,2,Bucuresti,3,3,0
2009,F,Fiorentina,4,Lyon,1,1,2
2009,F,Bucuresti,3,Fiorentina,4,0,1
2009,F,Lyon,1,Bayern,2,2,3
2009,G,Porto,2,Fenerbahce,3,3,1
2009,G,Kyiv,4,Arsenal,1,1,1
2009,G,Arsenal,1,Porto,2,4,0
2009,G,Fenerbahce,3,Kyiv,4,0,0
2009,G,Fenerbahce,3,Arsenal,1,2,5
2009,G,Porto,2,Kyiv,4,0,1
2009,G,Arsenal,1,Fenerbahce,3,0,0
2009,G,Kyiv,4,Porto,2,1,2
2009,G,Fenerbahce,3,Porto,2,1,2
2009,G,Arsenal,1,Kyiv,4,1,0
2009,G,Porto,2,Arsenal,1,2,0
2009,G,Kyiv,4,Fenerbahce,3,1,0
2009,H,Juventus,2,Zenit,3,1,0
2009,H,R.Madrid,1,Borisov,4,2,0
2009,H,Zenit,3,R.Madrid,1,1,2
2009,H,Borisov,4,Juventus,2,2,2
2009,H,Zenit,3,Borisov,4,1,1
2009,H,Juventus,2,R.Madrid,1,2,1
2009,H,Borisov,4,Zenit,3,0,2
2009,H,R.Madrid,1,Juventus,2,0,2
2009,H,Zenit,3,Juventus,2,0,0
2009,H,Borisov,4,R.Madrid,1,0,1
2009,H,Juventus,2,Borisov,4,0,0
2009,H,R.Madrid,1,Zenit,3,3,0
2008,A,Marseille,3,Besiktas,4,2,0
2008,A,Porto,2,Liverpool,1,1,1
2008,A,Liverpool,1,Marseille,3,0,1
2008,A,Besiktas,4,Porto,2,0,1
2008,A,Besiktas,4,Liverpool,1,2,1
2008,A,Marseille,3,Porto,2,1,1
2008,A,Liverpool,1,Besiktas,4,8,0
2008,A,Porto,2,Marseille,3,2,1
2008,A,Besiktas,4,Marseille,3,2,1
2008,A,Liverpool,1,Porto,2,4,1
2008,A,Marseille,3,Liverpool,1,0,4
2008,A,Porto,2,Besiktas,4,2,0
2008,B,Chelsea,1,Rosenborg,4,1,1
2008,B,Schalke,3,Valencia,2,0,1
2008,B,Valencia,2,Chelsea,1,1,2
2008,B,Rosenborg,4,Schalke,3,0,2
2008,B,Rosenborg,4,Valencia,2,2,0
2008,B,Chelsea,1,Schalke,3,2,0
2008,B,Valencia,2,Rosenborg,4,0,2
2008,B,Schalke,3,Chelsea,1,0,0
2008,B,Rosenborg,4,Chelsea,1,0,4
2008,B,Valencia,2,Schalke,3,0,0
2008,B,Chelsea,1,Valencia,2,0,0
2008,B,Schalke,3,Rosenborg,4,3,1
2008,C,R.Madrid,1,Bremen,2,2,1
2008,C,Olympiacos,4,Lazio,3,1,1
2008,C,Bremen,2,Olympiacos,4,1,3
2008,C,Lazio,3,R.Madrid,1,2,2
2008,C,Bremen,2,Lazio,3,2,1
2008,C,R.Madrid,1,Olympiacos,4,4,2
2008,C,Lazio,3,Bremen,2,2,1
2008,C,Olympiacos,4,R.Madrid,1,0,0
2008,C,Bremen,2,R.Madrid,1,3,2
2008,C,Lazio,3,Olympiacos,4,1,2
2008,C,R.Madrid,1,Lazio,3,3,1
2008,C,Olympiacos,4,Bremen,2,3,0
2008,D,Milan,1,Benfica,2,2,1
2008,D,Donetsk,4,Celtic,3,2,0
2008,D,Celtic,3,Milan,1,2,1
2008,D,Benfica,2,Donetsk,4,0,1
2008,D,Milan,1,Donetsk,4,4,1
2008,D,Benfica,2,Celtic,3,1,0
2008,D,Donetsk,4,Milan,1,0,3
2008,D,Celtic,3,Benfica,2,1,0
2008,D,Benfica,2,Milan,1,1,1
2008,D,Celtic,3,Donetsk,4,2,1
2008,D,Milan,1,Celtic,3,1,0
2008,D,Donetsk,4,Benfica,2,1,2
2008,E,Rangers,4,Stuttgart,3,2,1
2008,E,Barcelona,1,Lyon,2,3,0
2008,E,Stuttgart,3,Barcelona,1,0,2
2008,E,Lyon,2,Rangers,4,0,3
2008,E,Rangers,4,Barcelona,1,0,0
2008,E,Stuttgart,3,Lyon,2,0,2
2008,E,Lyon,2,Stuttgart,3,4,2
2008,E,Barcelona,1,Rangers,4,2,0
2008,E,Stuttgart,3,Rangers,4,3,2
2008,E,Lyon,2,Barcelona,1,2,2
2008,E,Rangers,4,Lyon,2,0,3
2008,E,Barcelona,1,Stuttgart,3,3,1
2008,F,Sporting.CP,3,Man.Utd,1,0,1
2008,F,Roma,2,Kyiv,4,2,0
2008,F,Man.Utd,1,Roma,2,1,0
2008,F,Kyiv,4,Sporting.CP,3,1,2
2008,F,Roma,2,Sporting.CP,3,2,1
2008,F,Kyiv,4,Man.Utd,1,2,4
2008,F,Sporting.CP,3,Roma,2,2,2
2008,F,Man.Utd,1,Kyiv,4,4,0
2008,F,Kyiv,4,Roma,2,1,4
2008,F,Man.Utd,1,Sporting.CP,3,2,1
2008,F,Roma,2,Man.Utd,1,1,1
2008,F,Sporting.CP,3,Kyiv,4,3,0
2008,G,Fenerbahce,4,Inter,1,1,0
2008,G,PSV,2,CSKA.Moscow,3,2,1
2008,G,CSKA.Moscow,3,Fenerbahce,4,2,2
2008,G,Inter,1,PSV,2,2,0
2008,G,PSV,2,Fenerbahce,4,0,0
2008,G,CSKA.Moscow,3,Inter,1,1,2
2008,G,Fenerbahce,4,PSV,2,2,0
2008,G,Inter,1,CSKA.Moscow,3,4,2
2008,G,CSKA.Moscow,3,PSV,2,0,1
2008,G,Inter1,1,Fenerbahce,4,3,0
2008,G,PSV,2,Inter,1,0,1
2008,G,Fenerbahce,4,CSKA.Moscow,3,3,1
2008,H,Arsenal,1,Sevilla,2,3,0
2008,H,Prague,4,Bucuresti,3,2,1
2008,H,Bucuresti,3,Arsenal,1,0,1
2008,H,Sevilla,2,Prague,4,4,2
2008,H,Sevilla,2,Bucuresti,3,2,1
2008,H,Arsenal,1,Prague,4,7,0
2008,H,Bucuresti,3,Sevilla,2,0,2
2008,H,Prague,4,Arsenal,1,0,0
2008,H,Sevilla,2,Arsenal,1,3,1
2008,H,Bucuresti,3,Prague,4,1,1
2008,H,Arsenal,1,Bucuresti,3,2,1
2008,H,Prague,4,Sevilla,2,0,3
2007,A,Chelsea,2,Bremen,3,2,0
2007,A,Barcelona,1,Sofia,4,5,0
2007,A,Sofia,4,Chelsea,2,1,3
2007,A,Bremen,3,Barcelona,1,1,1
2007,A,Bremen,3,Sofia,4,2,0
2007,A,Chelsea,2,Barcelona,1,1,0
2007,A,Sofia,4,Bremen,3,0,3
2007,A,Barcelona,1,Chelsea,2,2,2
2007,A,Bremen,3,Chelsea,2,1,0
2007,A,Sofia,4,Barcelona,1,0,2
2007,A,Chelsea,2,Sofia,4,2,0
2007,A,Barcelona,1,Bremen,3,2,0
2007,B,Sporting.CP,3,Inter,1,1,0
2007,B,Bayern,2,Spartak,4,4,0
2007,B,Spartak,4,Sporting.CP,3,1,1
2007,B,Inter,1,Bayern,2,0,2
2007,B,Inter,1,Spartak,4,2,1
2007,B,Sporting.CP,3,Bayern,2,0,1
2007,B,Spartak,4,Inter,1,0,1
2007,B,Bayern,2,Sporting.CP,3,0,0
2007,B,Spartak,4,Bayern,2,2,2
2007,B,Inter,1,Sporting.CP,3,1,0
2007,B,Sporting.CP,3,Spartak,4,1,3
2007,B,Bayern,2,Inter,1,1,1
2007,C,Galatasaray,4,Bordeaux,3,0,0
2007,C,PSV,2,Liverpool,1,0,0
2007,C,Liverpool,1,Galatasaray,4,3,2
2007,C,Bordeaux,3,PSV,2,0,1
2007,C,Bordeaux,3,Liverpool,1,0,1
2007,C,Galatasaray,4,PSV,2,1,2
2007,C,Liverpool,1,Bordeaux,3,3,0
2007,C,PSV,2,Galatasaray,4,2,0
2007,C,Bordeaux,3,Galatasaray,4,3,1
2007,C,Liverpool,1,PSV,2,2,0
2007,C,Galatasaray,4,Liverpool,1,3,2
2007,C,PSV,2,Bordeaux,3,1,3
2007,D,Olympiacos,3,Valencia,1,2,4
2007,D,Roma,2,Donetsk,4,4,0
2007,D,Donetsk,4,Olympiacos,3,2,2
2007,D,Valencia,1,Roma,2,2,1
2007,D,Valencia,1,Donetsk,4,2,0
2007,D,Olympiacos,3,Roma,2,0,1
2007,D,Donetsk,4,Valencia,1,2,2
2007,D,Roma,2,Olympiacos,3,1,1
2007,D,Valencia,1,Olympiacos,3,2,0
2007,D,Donetsk,4,Roma,2,1,0
2007,D,Olympiacos,3,Donetsk,4,1,1
2007,D,Roma,2,Valencia,1,1,0
2007,E,Kyiv,4,Bucuresti,3,1,4
2007,E,Lyon,2,R.Madrid,1,2,0
2007,E,R.Madrid,1,Kyiv,4,5,1
2007,E,Bucuresti,3,Lyon,2,0,3
2007,E,Bucuresti,3,R.Madrid,1,1,4
2007,E,Kyiv,4,Lyon,2,0,3
2007,E,R.Madrid,1,Bucuresti,3,1,0
2007,E,Lyon,2,Kyiv,4,1,0
2007,E,Bucuresti,3,Kyiv,4,1,1
2007,E,R.Madrid,1,Lyon,2,2,2
2007,E,Kyiv,4,R.Madrid,1,2,2
2007,E,Lyon,2,Bucuresti,3,1,1
2007,F,Man.Utd,1,Celtic,2,3,2
2007,F,Copenhagen,4,Benfica,3,0,0
2007,F,Benfica,3,Man.Utd,1,0,1
2007,F,Celtic,2,Copenhagen,4,1,0
2007,F,Celtic,2,Benfica,3,3,0
2007,F,Man.Utd,1,Copenhagen,4,3,0
2007,F,Benfica,3,Celtic,2,3,0
2007,F,Copenhagen,4,Man.Utd,1,1,0
2007,F,Celtic,2,Man.Utd,1,1,0
2007,F,Benfica,3,Copenhagen,4,3,1
2007,F,Man.Utd,1,Benfica,3,3,1
2007,F,Copenhagen,4,Celtic,2,3,1
2007,G,Porto,2,CSKA.Moscow,3,0,0
2007,G,Hamburg,4,Arsenal,1,1,2
2007,G,CSKA.Moscow,3,Hamburg,4,1,0
2007,G,Arsenal,1,Porto,2,2,0
2007,G,CSKA.Moscow,3,Arsenal,1,1,0
2007,G,Porto,2,Hamburg,4,4,1
2007,G,Arsenal,1,CSKA.Moscow,3,0,0
2007,G,Hamburg,4,Porto,2,1,3
2007,G,CSKA.Moscow,3,Porto,2,0,2
2007,G,Arsenal,1,Hamburg,4,3,1
2007,G,Porto,2,Arsenal,1,0,0
2007,G,Hamburg,4,CSKA.Moscow,3,3,2
2007,H,Anderlecht,4,Lille,2,1,1
2007,H,Milan,1,Athens,3,3,0
2007,H,Athens,3,Anderlecht,4,1,1
2007,H,Lille,2,Milan,1,0,0
2007,H,Lille,2,Athens,3,3,1
2007,H,Anderlecht,4,Milan,1,0,1
2007,H,Athens,3,Lille,2,1,0
2007,H,Milan,1,Anderlecht,4,4,1
2007,H,Lille,2,Anderlecht,4,2,2
2007,H,Athens,3,Milan,1,1,0
2007,H,Anderlecht,4,Athens,3,2,2
2007,H,Milan,1,Lille,2,0,2
2006,A,Wien,4,Bayern,1,0,1
2006,A,Brugge,3,Juventus,2,1,2
2006,A,Juventus,2,Wien,4,3,0
2006,A,Bayern,1,Brugge,3,1,0
2006,A,Bayern,1,Juventus,2,2,1
2006,A,Wien,4,Brugge,3,0,1
2006,A,Juventus,2,Bayern,1,2,1
2006,A,Brugge,3,Wien,4,3,2
2006,A,Bayern,1,Wien,4,4,0
2006,A,Juventus,2,Brugge,3,1,0
2006,A,Wien,4,Juventus,2,1,3
2006,A,Brugge,3,Bayern,1,1,1
2006,B,Prague,3,Ajax,2,1,1
2006,B,Arsenal,1,Thun,4,2,1
2006,B,Thun,4,Prague,3,1,0
2006,B,Ajax,2,Arsenal,1,1,2
2006,B,Ajax,2,Thun,4,2,0
2006,B,Prague,3,Arsenal,1,0,2
2006,B,Thun,4,Ajax,2,2,4
2006,B,Arsenal,1,Prague,3,3,0
2006,B,Ajax,2,Prague,3,2,1
2006,B,Thun,4,Arsenal,1,0,1
2006,B,Prague,3,Thun,4,0,0
2006,B,Arsenal,1,Ajax,2,0,0
2006,C,Udinese,4,Panathinaikos,2,3,0
2006,C,Bremen,3,Barcelona,1,0,2
2006,C,Barcelona,1,Udinese,4,4,1
2006,C,Panathinaikos,2,Bremen,3,2,1
2006,C,Panathinaikos,2,Barcelona,1,0,0
2006,C,Udinese,4,Bremen,3,1,1
2006,C,Barcelona,1,Panathinaikos,2,5,0
2006,C,Bremen,3,Udinese,4,4,3
2006,C,Panathinaikos,2,Udinese,4,1,2
2006,C,Barcelona,1,Bremen,3,3,1
2006,C,Udinese,4,Barcelona,1,0,2
2006,C,Bremen,3,Panathinaikos,2,5,1
2006,D,Villarreal,2,Man.Utd,1,0,0
2006,D,Benfica,4,Lille,3,1,0
2006,D,Lille,3,Villarreal,2,0,0
2006,D,Man.Utd,1,Benfica,4,2,1
2006,D,Man.Utd,1,Lille,3,0,0
2006,D,Villarreal,2,Benfica,4,1,1
2006,D,Lille,3,Man.Utd,1,1,0
2006,D,Benfica,4,Villarreal,2,0,1
2006,D,Man.Utd,1,Villarreal,2,0,0
2006,D,Lille,3,Benfica,4,0,0
2006,D,Villarreal,2,Lille,3,1,0
2006,D,Benfica,4,Man.Utd,1,2,1
2006,E,Milan,1,Fenerbahce,4,3,1
2006,E,PSV,2,Schalke,3,1,0
2006,E,Schalke,3,Milan,1,2,2
2006,E,Fenerbahce,4,PSV,2,3,0
2006,E,Fenerbahce,4,Schalke,3,3,3
2006,E,Milan,1,PSV,2,0,0
2006,E,Schalke,3,Fenerbahce,4,2,0
2006,E,PSV,2,Milan,1,1,0
2006,E,Fenerbahce,4,Milan,1,0,4
2006,E,Schalke,3,PSV,2,3,0
2006,E,Milan,1,Schalke,3,3,2
2006,E,PSV,2,Fenerbahce,4,2,0
2006,F,Lyon,2,R.Madrid,1,3,0
2006,F,Olympiacos,3,Rosenborg,4,1,3
2006,F,Rosenborg,4,Lyon,2,0,1
2006,F,R.Madrid,1,Olympiacos,3,2,1
2006,F,R.Madrid,1,Rosenborg,4,4,1
2006,F,Lyon,2,Olympiacos,3,2,1
2006,F,Rosenborg,4,R.Madrid,1,0,2
2006,F,Olympiacos,3,Lyon,2,1,4
2006,F,R.Madrid,1,Lyon,2,1,1
2006,F,Rosenborg,4,Olympiacos,3,1,1
2006,F,Lyon,2,Rosenborg,4,2,1
2006,F,Olympiacos,3,R.Madrid,1,2,1
2006,G,Chelsea,2,Anderlecht,3,1,0
2006,G,Betis,4,Liverpool,1,1,2
2006,G,Liverpool,1,Chelsea,2,0,0
2006,G,Anderlecht,3,Betis,4,0,1
2006,G,Anderlecht,3,Liverpool,1,0,1
2006,G,Chelsea,2,Betis,4,4,0
2006,G,Liverpool,1,Anderlecht,3,3,0
2006,G,Betis,4,Chelsea,2,1,0
2006,G,Anderlecht,3,Chelsea,2,0,2
2006,G,Liverpool,1,Betis,4,0,0
2006,G,Chelsea,2,Liverpool,1,0,0
2006,G,Betis,4,Anderlecht,3,0,1
2006,H,Rangers,3,Porto,2,3,2
2006,H,Artmedia,4,Inter,1,0,1
2006,H,Inter,1,Rangers,3,1,0
2006,H,Porto,2,Artmedia,4,2,3
2006,H,Porto,2,Inter,1,2,0
2006,H,Rangers,3,Artmedia,4,0,0
2006,H,Inter,1,Porto,2,2,1
2006,H,Artmedia,4,Rangers,3,2,2
2006,H,Porto,1,Rangers,3,1,1
2006,H,Inter,1,Artmedia,4,4,0
2006,H,Rangers,3,Inter,1,1,1
2006,H,Artmedia,4,Porto,2,0,0
